StateAbbr,StateDesc,CityName,Low_Confidence_Limit,Data_Value,High_Confidence_Limit,PopulationCount
OH,Ohio,Youngstown,15.6,16.9,18.3,1898
OK,Oklahoma,Norman,17.0,18.6,20.3,1786
OH,Ohio,Dayton,14.9,16.4,17.9,2373
OK,Oklahoma,Broken Arrow,13.2,14.9,16.5,63
OH,Ohio,Dayton,20.9,22.9,24.7,2903
OH,Ohio,Columbus,19.0,23.5,28.1,4822
OK,Oklahoma,Norman,11.7,13.0,14.3,5259
OH,Ohio,Columbus,14.0,15.2,16.4,2390
OH,Ohio,Columbus,10.7,12.4,14.9,2109
OH,Ohio,Toledo,13.9,15.1,16.4,4848
OK,Oklahoma,Broken Arrow,15.1,16.4,17.6,2893
OH,Ohio,Toledo,19.0,20.9,23.0,1611
OH,Ohio,Toledo,15.8,17.8,19.9,2231
OH,Ohio,Dayton,16.5,17.5,18.6,3133
OH,Ohio,Columbus,14.4,16.0,17.7,2738
OH,Ohio,Toledo,20.0,21.4,22.7,2797
OH,Ohio,Dayton,14.2,15.7,17.3,3509
OH,Ohio,Toledo,10.9,12.0,13.0,758
OH,Ohio,Dayton,17.6,19.1,20.7,1983
OH,Ohio,Youngstown,19.0,20.5,22.1,4375
OK,Oklahoma,Broken Arrow,9.6,10.9,12.3,906
OK,Oklahoma,Lawton,15.8,17.0,18.2,5830
OH,Ohio,Dayton,12.3,13.5,14.8,3442
OK,Oklahoma,Broken Arrow,13.4,14.8,16.1,3425
OH,Ohio,Dayton,14.4,15.9,17.4,551
OK,Oklahoma,Norman,16.6,19.1,21.7,2121
OH,Ohio,Columbus,19.6,21.4,23.2,2342
OK,Oklahoma,Norman,24.4,27.1,29.2,4771
OH,Ohio,Columbus,7.4,8.5,9.7,1713
OH,Ohio,Toledo,18.6,20.2,21.7,3829
OH,Ohio,Columbus,10.6,11.7,12.9,2996
OH,Ohio,Toledo,19.7,21.2,22.9,3045
OH,Ohio,Dayton,11.4,12.7,14.0,3194
OK,Oklahoma,Broken Arrow,12.8,14.3,15.8,4235
OH,Ohio,Columbus,16.4,17.6,18.7,3070
OH,Ohio,Columbus,13.0,14.1,15.2,4405
OH,Ohio,Toledo,14.6,16.2,17.6,4818
OH,Ohio,Columbus,12.8,14.8,17.0,3780
OK,Oklahoma,Lawton,19.5,20.8,22.1,2545
OH,Ohio,Columbus,12.4,14.0,15.5,1510
OH,Ohio,Youngstown,12.6,13.8,14.9,2200
OH,Ohio,Columbus,20.5,22.0,23.5,2349
OH,Ohio,Columbus,20.0,21.2,22.5,1761
OK,Oklahoma,Edmond,14.7,16.8,18.9,4291
OH,Ohio,Columbus,15.8,16.9,18.2,5518
OH,Ohio,Columbus,12.8,14.6,16.2,2230
OK,Oklahoma,Lawton,15.6,15.8,16.1,96867
OH,Ohio,Columbus,22.4,25.1,27.7,2368
OH,Ohio,Toledo,19.1,20.8,22.5,1412
OH,Ohio,Youngstown,22.1,23.3,24.9,3340
OH,Ohio,Columbus,14.6,15.7,16.9,2648
OH,Ohio,Columbus,21.7,23.0,24.1,4971
OH,Ohio,Parma,11.8,13.1,14.5,4045
OH,Ohio,Dayton,16.8,18.7,20.8,1500
OH,Ohio,Toledo,20.5,22.5,24.4,1556
OH,Ohio,Toledo,12.5,14.1,15.8,2504
OH,Ohio,Toledo,16.3,17.7,19.3,3265
OH,Ohio,Columbus,17.8,19.4,21.0,107
OK,Oklahoma,Lawton,16.8,18.2,19.5,1909
OH,Ohio,Columbus,15.5,15.7,15.8,787033
OH,Ohio,Columbus,26.1,27.6,29.3,1800
OH,Ohio,Toledo,13.6,15.0,16.3,5097
OH,Ohio,Parma,12.0,13.5,15.1,3132
OK,Oklahoma,Broken Arrow,12.1,13.4,14.8,4359
OH,Ohio,Toledo,11.1,12.6,14.2,1542
OH,Ohio,Toledo,19.1,20.2,21.5,2082
OH,Ohio,Columbus,9.7,10.6,11.6,5236
OH,Ohio,Toledo,11.8,13.1,14.4,2587
OH,Ohio,Toledo,19.3,20.7,22.1,1666
OH,Ohio,Columbus,16.2,17.9,19.8,8138
OH,Ohio,Toledo,11.7,13.0,14.2,2580
OH,Ohio,Columbus,11.5,12.7,13.9,5236
OH,Ohio,Youngstown,15.9,17.3,18.6,2716
OH,Ohio,Parma,13.5,13.7,14.0,81601
OH,Ohio,Dayton,14.1,15.6,17.1,1993
OH,Ohio,Columbus,17.9,19.5,21.2,4228
OH,Ohio,Columbus,16.7,20.3,24.2,2704
PA,Pennsylvania,Scranton,14.1,15.1,16.1,2642
OR,Oregon,Gresham,16.0,16.3,16.6,105594
OR,Oregon,Portland,10.6,11.9,13.3,4086
OK,Oklahoma,Oklahoma City,15.6,16.5,17.4,1972
OR,Oregon,Portland,12.2,13.6,15.2,4526
OK,Oklahoma,Tulsa,11.4,12.5,13.8,1511
OR,Oregon,Eugene,21.6,25.9,30.5,6625
OK,Oklahoma,Tulsa,14.3,15.6,17.1,1899
OR,Oregon,Eugene,12.9,14.5,16.4,3118
OR,Oregon,Gresham,13.5,15.0,16.5,4994
OK,Oklahoma,Oklahoma City,16.4,17.3,18.2,4261
OR,Oregon,Portland,13.3,14.6,15.9,3245
OR,Oregon,Portland,13.5,13.6,13.8,583776
OK,Oklahoma,Oklahoma City,15.1,16.0,17.0,3607
OR,Oregon,Beaverton,15.7,17.2,18.9,2911
OK,Oklahoma,Oklahoma City,20.5,22.1,23.7,1704
OK,Oklahoma,Oklahoma City,13.3,14.2,15.2,2579
OR,Oregon,Beaverton,9.2,10.5,11.8,6219
OK,Oklahoma,Tulsa,18.7,20.3,21.8,4615
OR,Oregon,Eugene,11.8,13.1,14.6,4995
OK,Oklahoma,Tulsa,16.0,17.4,18.7,3980
OK,Oklahoma,Tulsa,10.7,12.0,13.6,2872
OR,Oregon,Medford,10.1,11.3,12.6,6741
OR,Oregon,Salem,11.4,12.7,14.2,9081
OK,Oklahoma,Oklahoma City,14.8,16.0,17.3,4661
OK,Oklahoma,Oklahoma City,21.4,22.7,24.0,819
OK,Oklahoma,Oklahoma City,13.6,14.9,16.1,1426
OR,Oregon,Eugene,12.7,14.2,15.7,1079
OK,Oklahoma,Tulsa,15.5,16.9,18.3,4312
OR,Oregon,Portland,12.7,14.4,16.3,2988
OR,Oregon,Hillsboro,9.2,10.4,11.8,6327
OK,Oklahoma,Tulsa,16.4,17.5,18.6,3675
OR,Oregon,Salem,10.4,11.8,13.2,4187
OK,Oklahoma,Oklahoma City,15.3,16.3,17.3,431
OK,Oklahoma,Oklahoma City,10.2,11.4,12.6,3435
OK,Oklahoma,Oklahoma City,13.6,14.5,15.5,2735
OK,Oklahoma,Tulsa,9.7,10.8,12.0,2032
OK,Oklahoma,Oklahoma City,10.0,11.5,13.0,1301
OR,Oregon,Portland,12.0,13.1,14.3,6659
OR,Oregon,Portland,10.6,12.2,13.9,590
OK,Oklahoma,Oklahoma City,12.5,13.7,15.0,3629
OR,Oregon,Beaverton,11.7,13.3,15.0,2683
OR,Oregon,Eugene,18.9,21.1,23.4,3642
OR,Oregon,Gresham,15.4,16.3,17.3,3752
OR,Oregon,Beaverton,11.5,12.9,14.4,7390
OR,Oregon,Portland,10.4,11.5,12.7,1019
OK,Oklahoma,Oklahoma City,16.3,18.8,21.5,2964
OK,Oklahoma,Oklahoma City,14.9,18.2,21.4,130
OR,Oregon,Medford,14.0,15.6,17.3,2258
OK,Oklahoma,Tulsa,15.7,17.0,18.4,1473
OR,Oregon,Gresham,15.7,17.4,19.0,5892
OK,Oklahoma,Oklahoma City,12.4,13.9,15.3,2770
OR,Oregon,Salem,17.0,18.5,20.0,8135
OR,Oregon,Portland,15.1,16.7,18.2,3183
OR,Oregon,Salem,16.7,18.6,20.5,181
OR,Oregon,Portland,9.4,10.6,11.9,2689
OK,Oklahoma,Oklahoma City,12.9,14.4,15.8,1635
OR,Oregon,Portland,10.9,12.4,14.2,1334
OK,Oklahoma,Tulsa,18.7,20.0,21.3,5379
OR,Oregon,Portland,14.1,16.6,19.1,5097
OK,Oklahoma,Oklahoma City,12.8,13.7,14.7,1656
OK,Oklahoma,Tulsa,11.1,12.3,13.8,3825
OK,Oklahoma,Oklahoma City,9.3,10.4,11.6,5993
OK,Oklahoma,Tulsa,11.9,13.3,14.8,4892
OR,Oregon,Portland,12.9,14.2,15.6,2577
OR,Oregon,Bend,13.1,14.4,15.7,5537
OR,Oregon,Portland,10.8,11.9,13.3,4679
OR,Oregon,Eugene,15.2,16.7,18.2,6470
OR,Oregon,Portland,14.6,16.0,17.4,3904
OR,Oregon,Portland,11.4,13.0,15.0,3518
OK,Oklahoma,Tulsa,13.1,14.5,16.0,4061
OR,Oregon,Hillsboro,11.3,12.7,14.2,2792
OK,Oklahoma,Oklahoma City,20.9,22.3,23.6,2379
OR,Oregon,Portland,12.1,13.8,15.5,4525
OK,Oklahoma,Tulsa,15.5,17.0,18.5,2232
OK,Oklahoma,Tulsa,16.1,17.4,18.8,4192
OK,Oklahoma,Oklahoma City,14.1,15.2,16.3,3385
OK,Oklahoma,Oklahoma City,17.2,18.4,19.6,1258
OK,Oklahoma,Tulsa,18.8,20.1,21.4,4038
OR,Oregon,Gresham,17.8,19.1,20.5,3607
OK,Oklahoma,Tulsa,16.6,17.8,19.2,6333
OR,Oregon,Eugene,11.9,13.3,14.9,3992
OK,Oklahoma,Oklahoma City,11.3,12.6,13.8,5181
OR,Oregon,Hillsboro,12.9,13.2,13.5,91611
OR,Oregon,Medford,10.8,12.2,13.7,4614
OK,Oklahoma,Oklahoma City,16.8,17.9,19.2,4152
OR,Oregon,Portland,8.6,9.8,11.1,2513
OK,Oklahoma,Oklahoma City,17.1,18.4,19.7,2940
OR,Oregon,Beaverton,9.8,11.1,12.6,6967
OK,Oklahoma,Oklahoma City,14.5,15.6,16.7,228
OR,Oregon,Portland,9.1,10.1,11.2,1390
OR,Oregon,Salem,11.6,13.0,14.7,2974
OK,Oklahoma,Tulsa,9.9,11.2,12.5,2602
OR,Oregon,Salem,17.0,18.8,20.6,5014
OK,Oklahoma,Oklahoma City,13.7,15.2,16.9,2793
OR,Oregon,Portland,14.9,16.3,17.7,7151
OR,Oregon,Bend,12.5,13.0,13.5,76639
OK,Oklahoma,Oklahoma City,26.1,28.0,29.9,704
OR,Oregon,Portland,13.8,14.9,16.0,4356
OK,Oklahoma,Oklahoma City,18.9,20.3,21.6,1913
OR,Oregon,Portland,12.3,14.0,16.0,4865
OR,Oregon,Portland,14.6,16.7,19.2,2473
OR,Oregon,Beaverton,11.5,12.6,13.6,2855
OR,Oregon,Portland,10.0,11.3,12.6,5927
OK,Oklahoma,Oklahoma City,12.7,14.1,15.5,1418
OK,Oklahoma,Tulsa,14.2,15.6,16.9,2057
OK,Oklahoma,Tulsa,16.2,17.4,18.8,3443
OR,Oregon,Portland,10.9,12.1,13.7,2758
OR,Oregon,Portland,10.4,11.5,12.7,3968
OK,Oklahoma,Tulsa,18.1,19.6,21.0,2577
SD,South Dakota,Rapid City,6.6,7.7,8.8,3522
OR,Oregon,Hillsboro,12.8,14.2,15.5,6440
OR,Oregon,Portland,17.3,18.8,20.5,3654
OR,Oregon,Eugene,11.8,13.3,14.9,2644
OR,Oregon,Portland,8.9,10.1,11.5,5152
OK,Oklahoma,Tulsa,8.9,10.1,11.5,3927
OK,Oklahoma,Oklahoma City,12.2,13.6,15.0,1392
OR,Oregon,Portland,11.3,12.5,13.6,4428
OK,Oklahoma,Tulsa,18.7,19.8,20.9,2835
OR,Oregon,Portland,14.5,16.0,17.5,4530
OK,Oklahoma,Oklahoma City,19.4,20.8,22.2,3583
OR,Oregon,Beaverton,10.2,11.2,12.3,3383
OR,Oregon,Portland,17.1,18.6,20.1,7583
OK,Oklahoma,Oklahoma City,20.2,21.5,22.9,5885
OK,Oklahoma,Oklahoma City,18.9,20.2,21.4,950
OR,Oregon,Gresham,13.3,14.7,16.2,3084
OK,Oklahoma,Oklahoma City,12.4,13.5,14.7,4598
OR,Oregon,Bend,12.0,13.6,15.1,1711
OK,Oklahoma,Oklahoma City,11.5,12.6,13.8,1661
OR,Oregon,Portland,15.4,16.7,18.1,4241
OR,Oregon,Salem,12.4,13.8,15.3,909
OR,Oregon,Medford,18.7,20.4,22.1,3670
OK,Oklahoma,Oklahoma City,12.7,14.3,15.8,2027
OK,Oklahoma,Oklahoma City,13.6,14.8,16.1,4965
OK,Oklahoma,Oklahoma City,17.8,19.0,20.2,4848
OR,Oregon,Gresham,13.5,14.7,16.0,5044
OK,Oklahoma,Oklahoma City,13.4,14.4,15.4,2214
OK,Oklahoma,Tulsa,16.2,17.2,18.1,1465
OR,Oregon,Beaverton,9.6,10.8,12.5,1064
OR,Oregon,Portland,17.0,18.5,19.9,9621
OK,Oklahoma,Tulsa,21.1,23.1,25.0,3082
OR,Oregon,Hillsboro,12.0,13.4,14.9,2397
OK,Oklahoma,Oklahoma City,10.2,11.5,13.0,1589
OR,Oregon,Medford,10.1,11.5,12.9,5483
OR,Oregon,Medford,15.6,17.3,18.8,2951
OK,Oklahoma,Tulsa,16.4,18.2,20.0,1421
OR,Oregon,Eugene,15.2,17.7,20.3,7035
OK,Oklahoma,Oklahoma City,11.9,13.1,14.3,2214
OK,Oklahoma,Oklahoma City,17.6,19.1,20.8,2370
OR,Oregon,Portland,8.7,9.6,10.7,6582
OR,Oregon,Salem,14.2,15.5,16.8,2132
OR,Oregon,Portland,12.0,13.1,14.4,3022
OR,Oregon,Gresham,16.0,17.6,19.4,5629
OR,Oregon,Hillsboro,10.6,11.9,13.2,5169
OR,Oregon,Portland,10.6,12.3,14.3,170
OK,Oklahoma,Tulsa,17.0,18.1,19.2,444
OK,Oklahoma,Oklahoma City,14.4,15.2,16.0,4230
OK,Oklahoma,Tulsa,21.8,23.1,24.4,1824
OK,Oklahoma,Tulsa,16.7,17.9,19.1,4790
OR,Oregon,Salem,13.1,14.7,16.2,2256
OK,Oklahoma,Oklahoma City,10.6,11.7,12.8,3694
OK,Oklahoma,Oklahoma City,9.3,10.4,11.9,727
OR,Oregon,Bend,11.6,12.6,13.8,7825
OR,Oregon,Portland,12.5,14.1,15.9,2907
OK,Oklahoma,Tulsa,19.6,21.5,23.5,1545
OK,Oklahoma,Oklahoma City,15.7,16.6,17.5,1561
OK,Oklahoma,Oklahoma City,14.6,15.9,17.4,3495
OR,Oregon,Eugene,14.0,15.7,17.4,1791
OR,Oregon,Salem,12.1,13.6,15.2,3593
OR,Oregon,Salem,11.4,12.7,14.2,8777
OR,Oregon,Bend,14.1,15.8,17.8,5187
OR,Oregon,Portland,10.6,12.2,14.0,3890
OR,Oregon,Medford,16.0,16.4,16.9,74907
OK,Oklahoma,Oklahoma City,14.6,16.1,17.6,838
OK,Oklahoma,Tulsa,11.0,12.0,13.1,2032
OK,Oklahoma,Tulsa,13.1,14.3,15.5,4566
OK,Oklahoma,Tulsa,15.3,16.5,17.7,1582
OR,Oregon,Eugene,10.7,12.3,13.9,5062
OR,Oregon,Salem,14.4,15.5,16.8,1774
OK,Oklahoma,Tulsa,13.9,15.3,16.8,1867
OR,Oregon,Hillsboro,18.3,20.1,22.0,5336
OR,Oregon,Eugene,11.6,13.2,14.9,3619
OR,Oregon,Portland,10.0,11.3,12.7,2848
OK,Oklahoma,Tulsa,21.3,22.7,24.3,2074
OK,Oklahoma,Tulsa,8.0,9.0,10.2,2137
OK,Oklahoma,Tulsa,11.5,12.9,14.3,4816
OR,Oregon,Portland,9.9,10.9,12.1,1610
OK,Oklahoma,Oklahoma City,10.1,11.3,12.5,1422
OR,Oregon,Portland,14.1,15.9,17.7,4561
OK,Oklahoma,Oklahoma City,9.5,10.5,12.2,467
OR,Oregon,Portland,16.1,17.7,19.2,4657
OK,Oklahoma,Oklahoma City,13.2,14.6,16.0,935
OK,Oklahoma,Oklahoma City,18.0,18.8,19.6,5523
OR,Oregon,Eugene,11.9,13.4,14.8,1951
OR,Oregon,Beaverton,12.1,12.4,12.8,89803
OR,Oregon,Portland,11.8,13.3,14.7,4053
OR,Oregon,Beaverton,13.6,15.3,17.0,2629
OR,Oregon,Portland,11.4,12.7,14.1,6085
OR,Oregon,Portland,17.2,18.4,19.7,4555
OK,Oklahoma,Oklahoma City,21.9,23.0,24.1,3372
OR,Oregon,Eugene,16.5,18.1,19.8,2824
OK,Oklahoma,Tulsa,16.3,17.8,19.4,2740
OK,Oklahoma,Tulsa,11.3,12.6,13.9,3620
OK,Oklahoma,Oklahoma City,17.7,19.2,20.8,2363
OK,Oklahoma,Oklahoma City,14.8,16.0,17.2,2856
OK,Oklahoma,Oklahoma City,12.4,13.6,14.9,4543
OK,Oklahoma,Tulsa,17.0,18.3,19.7,2923
OR,Oregon,Gresham,18.9,20.2,21.5,5013
OK,Oklahoma,Tulsa,15.3,16.8,18.4,4684
OK,Oklahoma,Oklahoma City,16.3,17.5,18.9,3643
OR,Oregon,Portland,12.6,14.1,15.8,3207
OK,Oklahoma,Oklahoma City,9.0,10.0,11.2,1875
OK,Oklahoma,Oklahoma City,17.4,19.0,20.7,2615
OR,Oregon,Portland,12.6,14.3,16.2,3333
OR,Oregon,Portland,14.3,15.6,17.0,7215
OR,Oregon,Eugene,16.3,17.8,19.3,4739
OR,Oregon,Eugene,15.3,15.7,16.0,156185
OR,Oregon,Salem,13.0,14.5,15.9,4858
OR,Oregon,Portland,10.5,11.5,12.7,3872
OK,Oklahoma,Oklahoma City,9.4,10.6,12.1,316
OK,Oklahoma,Oklahoma City,20.4,21.7,23.1,1796
OK,Oklahoma,Oklahoma City,12.8,13.8,14.8,4441
OR,Oregon,Portland,11.3,12.8,14.4,3418
OK,Oklahoma,Tulsa,18.2,19.5,20.7,5695
OK,Oklahoma,Oklahoma City,13.6,14.6,15.6,5504
OK,Oklahoma,Tulsa,16.6,17.8,19.1,6445
OK,Oklahoma,Tulsa,9.9,11.1,12.5,3373
OR,Oregon,Portland,10.4,11.5,13.0,5800
OK,Oklahoma,Oklahoma City,14.0,14.9,15.8,2165
OR,Oregon,Portland,12.4,13.4,14.6,3094
OR,Oregon,Gresham,12.3,13.7,15.2,7020
OK,Oklahoma,Tulsa,9.3,10.6,12.1,1811
OK,Oklahoma,Tulsa,19.3,20.4,21.6,2159
OK,Oklahoma,Oklahoma City,15.6,16.8,18.1,3283
OK,Oklahoma,Oklahoma City,9.3,10.5,12.0,2110
OK,Oklahoma,Oklahoma City,11.4,12.1,12.9,5942
OR,Oregon,Eugene,9.3,10.5,11.8,4880
OK,Oklahoma,Tulsa,14.3,15.7,17.1,2493
OK,Oklahoma,Tulsa,15.7,17.0,18.4,2977
OR,Oregon,Beaverton,8.8,9.9,11.0,6292
OR,Oregon,Eugene,10.3,11.7,13.2,3385
OK,Oklahoma,Tulsa,9.8,11.2,12.6,2824
OR,Oregon,Gresham,16.5,18.0,19.5,4477
OK,Oklahoma,Oklahoma City,14.4,16.1,17.7,3498
OR,Oregon,Salem,18.6,19.8,20.9,3613
OR,Oregon,Medford,13.9,15.8,17.6,880
OK,Oklahoma,Oklahoma City,18.7,19.7,20.8,1062
OK,Oklahoma,Oklahoma City,11.0,12.0,13.0,5003
OR,Oregon,Medford,10.8,12.0,13.3,3645
OR,Oregon,Hillsboro,9.3,10.4,11.5,2195
OR,Oregon,Portland,14.3,15.7,17.1,5080
OK,Oklahoma,Oklahoma City,11.6,12.9,14.2,2107
OR,Oregon,Salem,16.2,17.5,18.7,5471
OK,Oklahoma,Tulsa,17.4,18.9,20.6,2781
OK,Oklahoma,Oklahoma City,15.2,16.1,17.0,2047
OK,Oklahoma,Oklahoma City,9.8,11.0,12.5,2648
OK,Oklahoma,Oklahoma City,21.1,22.4,23.6,3236
OR,Oregon,Portland,10.2,11.6,13.2,2946
OK,Oklahoma,Oklahoma City,9.7,11.5,13.3,50
OR,Oregon,Gresham,19.7,21.0,22.5,4562
OR,Oregon,Beaverton,8.9,10.1,11.4,238
OK,Oklahoma,Oklahoma City,11.8,13.1,14.5,1488
OK,Oklahoma,Oklahoma City,14.2,15.4,16.6,5009
OK,Oklahoma,Oklahoma City,18.0,19.4,20.8,3389
OR,Oregon,Eugene,13.0,14.5,16.0,720
OK,Oklahoma,Oklahoma City,11.9,13.5,14.9,64
OK,Oklahoma,Oklahoma City,18.9,20.0,21.1,6097
OR,Oregon,Portland,10.5,11.4,12.4,3310
OR,Oregon,Portland,11.1,12.7,14.4,4821
OK,Oklahoma,Oklahoma City,21.1,22.3,23.6,1360
OK,Oklahoma,Oklahoma City,14.6,15.8,17.0,1690
OK,Oklahoma,Oklahoma City,13.4,14.5,15.5,3241
OR,Oregon,Eugene,14.9,15.1,15.4,156185
OR,Oregon,Salem,12.3,13.8,15.3,7142
OR,Oregon,Bend,10.8,12.4,14.1,7458
OR,Oregon,Portland,12.8,14.3,16.0,4539
OK,Oklahoma,Tulsa,11.7,14.0,15.9,3434
OK,Oklahoma,Oklahoma City,16.1,17.0,18.0,1675
OK,Oklahoma,Tulsa,18.9,20.0,21.0,2316
OK,Oklahoma,Oklahoma City,18.4,20.1,21.7,1076
OR,Oregon,Portland,11.2,12.7,14.3,5777
OK,Oklahoma,Tulsa,20.1,23.0,26.3,3695
OR,Oregon,Eugene,10.1,11.5,13.0,2547
OK,Oklahoma,Tulsa,16.9,17.9,19.0,2395
OR,Oregon,Gresham,12.5,14.0,15.4,1074
OK,Oklahoma,Oklahoma City,13.2,14.4,15.7,1921
OK,Oklahoma,Oklahoma City,10.8,12.2,13.7,1237
OR,Oregon,Hillsboro,9.7,11.1,12.6,4716
OR,Oregon,Salem,15.0,15.3,15.6,154637
OR,Oregon,Gresham,15.7,16.9,18.2,3634
OR,Oregon,Bend,12.9,14.4,16.1,7550
OK,Oklahoma,Oklahoma City,16.0,17.3,18.6,6062
OK,Oklahoma,Oklahoma City,13.5,14.9,16.2,3882
OK,Oklahoma,Tulsa,15.8,17.4,19.1,1695
OK,Oklahoma,Tulsa,10.4,11.8,13.2,2736
OR,Oregon,Portland,11.0,12.3,13.6,3040
OR,Oregon,Eugene,11.1,12.6,14.1,2140
OR,Oregon,Hillsboro,11.7,12.9,14.3,2875
OR,Oregon,Medford,20.7,22.7,24.5,3686
OK,Oklahoma,Oklahoma City,11.0,12.2,13.6,1416
OK,Oklahoma,Oklahoma City,9.8,10.9,12.1,3980
OR,Oregon,Portland,12.7,13.9,15.1,3915
OK,Oklahoma,Oklahoma City,9.9,11.6,13.6,226
OR,Oregon,Portland,10.5,11.7,12.9,325
OK,Oklahoma,Tulsa,16.9,18.3,19.6,909
OK,Oklahoma,Oklahoma City,9.1,10.0,11.1,1150
OR,Oregon,Portland,14.5,16.0,17.6,4376
OK,Oklahoma,Oklahoma City,12.9,14.3,15.8,1429
OR,Oregon,Portland,11.3,12.4,13.5,2420
OK,Oklahoma,Oklahoma City,15.4,16.8,18.2,2813
OK,Oklahoma,Oklahoma City,12.4,13.4,14.3,4354
OR,Oregon,Portland,10.8,12.0,13.2,391
OK,Oklahoma,Tulsa,18.6,19.9,21.3,2216
OR,Oregon,Beaverton,12.3,12.7,13.0,89803
OR,Oregon,Beaverton,10.7,12.1,13.8,5479
OK,Oklahoma,Tulsa,8.6,9.7,11.0,3178
OR,Oregon,Portland,12.1,13.5,15.1,3537
OK,Oklahoma,Oklahoma City,13.0,14.4,15.9,1755
OK,Oklahoma,Tulsa,9.2,10.5,12.0,2851
OR,Oregon,Beaverton,13.3,14.7,16.3,5800
OK,Oklahoma,Oklahoma City,12.7,13.9,15.2,2926
OR,Oregon,Eugene,13.9,15.4,17.0,2229
OR,Oregon,Portland,12.8,13.9,15.1,5314
OR,Oregon,Portland,8.3,9.2,10.4,1610
OR,Oregon,Hillsboro,12.6,13.8,15.2,3437
OR,Oregon,Eugene,13.0,14.8,16.7,3511
OR,Oregon,Portland,11.7,13.3,14.9,3477
OR,Oregon,Portland,13.6,14.9,16.2,4425
OR,Oregon,Eugene,11.9,13.9,16.2,4372
OK,Oklahoma,Oklahoma City,18.5,20.1,21.6,2486
OK,Oklahoma,Oklahoma City,11.7,13.0,14.4,2155
OR,Oregon,Portland,18.3,19.8,21.2,5550
OR,Oregon,Portland,11.8,13.2,14.9,5325
OK,Oklahoma,Oklahoma City,15.8,17.2,18.6,2312
OK,Oklahoma,Oklahoma City,18.2,19.2,20.2,3829
OK,Oklahoma,Tulsa,14.4,15.7,16.9,2753
OR,Oregon,Portland,9.2,10.0,10.9,4859
OK,Oklahoma,Oklahoma City,21.1,22.7,24.1,3960
OK,Oklahoma,Tulsa,13.8,14.8,15.8,3002
OK,Oklahoma,Oklahoma City,12.4,13.5,14.7,2099
OR,Oregon,Portland,10.7,12.0,13.6,3364
OR,Oregon,Beaverton,13.3,14.6,16.0,7137
OR,Oregon,Portland,12.2,13.6,15.1,4422
OR,Oregon,Hillsboro,12.4,13.7,14.9,4005
OK,Oklahoma,Tulsa,16.9,18.1,19.5,4394
OK,Oklahoma,Oklahoma City,21.0,22.4,23.9,3109
OK,Oklahoma,Oklahoma City,20.2,21.8,23.4,3414
OR,Oregon,Portland,9.5,10.7,12.2,2291
OR,Oregon,Eugene,10.2,11.5,12.9,4263
OK,Oklahoma,Tulsa,14.8,16.2,17.5,4017
OK,Oklahoma,Tulsa,8.8,10.0,11.3,1586
OK,Oklahoma,Oklahoma City,18.1,19.7,21.2,2787
OR,Oregon,Portland,9.1,10.1,11.5,3358
OR,Oregon,Salem,12.7,14.1,15.7,4543
OK,Oklahoma,Oklahoma City,20.2,21.2,22.1,3547
OR,Oregon,Portland,12.0,13.5,15.1,4254
OK,Oklahoma,Tulsa,12.3,13.5,14.8,5243
OR,Oregon,Eugene,13.6,15.1,16.6,2480
OR,Oregon,Portland,16.8,17.9,18.9,4975
OK,Oklahoma,Oklahoma City,21.8,22.8,23.8,3861
OR,Oregon,Portland,16.5,18.0,19.4,8103
OR,Oregon,Portland,12.3,13.7,15.4,4758
OK,Oklahoma,Tulsa,15.7,17.4,19.1,54
OR,Oregon,Medford,15.8,17.4,19.2,3595
OK,Oklahoma,Oklahoma City,14.6,15.9,17.3,1265
OR,Oregon,Portland,14.1,17.0,19.6,5802
OK,Oklahoma,Oklahoma City,11.8,12.9,14.0,5285
OR,Oregon,Salem,19.7,21.3,23.0,5326
OR,Oregon,Portland,15.0,15.9,16.9,7108
OR,Oregon,Portland,17.4,18.7,20.0,4592
OR,Oregon,Portland,11.8,13.3,14.7,2578
OR,Oregon,Portland,12.2,14.2,16.6,5353
OK,Oklahoma,Oklahoma City,10.1,11.2,12.4,552
OR,Oregon,Portland,9.1,9.6,10.4,4847
OK,Oklahoma,Tulsa,20.8,22.3,23.8,2333
OR,Oregon,Bend,13.7,14.7,15.8,7637
OR,Oregon,Salem,15.1,15.4,15.7,154637
OK,Oklahoma,Oklahoma City,8.6,9.4,10.4,1199
OR,Oregon,Beaverton,9.7,11.0,12.4,5427
OK,Oklahoma,Oklahoma City,11.0,12.0,13.0,6700
OK,Oklahoma,Oklahoma City,9.7,10.7,12.0,2968
OR,Oregon,Portland,13.1,14.4,15.6,3335
OK,Oklahoma,Tulsa,13.4,15.0,16.5,3624
OR,Oregon,Salem,20.1,21.9,23.8,2194
OR,Oregon,Eugene,15.9,17.6,19.5,1459
OK,Oklahoma,Oklahoma City,9.7,10.8,11.7,3318
OR,Oregon,Gresham,11.0,12.4,13.8,5542
OR,Oregon,Beaverton,9.9,11.2,12.7,1794
OR,Oregon,Medford,15.1,16.7,18.3,2872
OK,Oklahoma,Tulsa,12.2,13.8,15.4,2675
OK,Oklahoma,Oklahoma City,22.0,23.3,24.6,3729
OR,Oregon,Portland,9.3,10.3,11.6,6709
OK,Oklahoma,Tulsa,16.2,17.7,19.1,3219
OR,Oregon,Hillsboro,11.3,12.5,13.8,8443
