,city,state_id,state_name,population,density
0,New York,NY,New York,18713220,10715
1,Los Angeles,CA,California,12750807,3276
2,Chicago,IL,Illinois,8604203,4574
3,Miami,FL,Florida,6445545,5019
4,Dallas,TX,Texas,5743938,1526
5,Philadelphia,PA,Pennsylvania,5649300,4554
6,Houston,TX,Texas,5464251,1399
7,Atlanta,GA,Georgia,5449398,1441
8,Washington,DC,District of Columbia,5379184,4457
9,Boston,MA,Massachusetts,4688346,5532
10,Phoenix,AZ,Arizona,4219697,1253
11,Seattle,WA,Washington,3789215,3469
12,San Francisco,CA,California,3592294,7256
13,Detroit,MI,Michigan,3506126,1864
14,San Diego,CA,California,3220118,1686
15,Minneapolis,MN,Minnesota,2977172,3071
16,Tampa,FL,Florida,2908063,1353
17,Denver,CO,Colorado,2876625,1831
18,Brooklyn,NY,New York,2559903,14221
19,Queens,NY,New York,2230722,7885
20,Riverside,CA,California,2107852,1574
21,Baltimore,MD,Maryland,2106068,2830
22,Las Vegas,NV,Nevada,2104198,1773
23,Portland,OR,Oregon,2074775,1894
24,San Antonio,TX,Texas,2049293,1231
25,St. Louis,MO,Missouri,2024074,1879
26,Sacramento,CA,California,1898019,2029
27,Orlando,FL,Florida,1822394,1003
28,San Jose,CA,California,1798103,2218
29,Cleveland,OH,Ohio,1710093,1893
30,Pittsburgh,PA,Pennsylvania,1703266,2093
31,Austin,TX,Texas,1687311,1181
32,Cincinnati,OH,Ohio,1662691,1507
33,Kansas City,MO,Missouri,1636715,607
34,Manhattan,NY,New York,1628706,27545
35,Indianapolis,IN,Indiana,1588961,935
36,Columbus,OH,Ohio,1562009,1582
37,Charlotte,NC,North Carolina,1512923,1113
38,Virginia Beach,VA,Virginia,1478868,709
39,Bronx,NY,New York,1418207,12862
40,Milwaukee,WI,Wisconsin,1365787,2369
41,Providence,RI,Rhode Island,1203230,3773
42,Jacksonville,FL,Florida,1181496,470
43,Salt Lake City,UT,Utah,1098526,699
44,Nashville,TN,Tennessee,1081903,544
45,Richmond,VA,Virginia,1075798,1484
46,Memphis,TN,Tennessee,1066967,792
47,Raleigh,NC,North Carolina,1038738,1254
48,New Orleans,LA,Louisiana,1020886,889
49,Louisville,KY,Kentucky,1005654,905
50,Oklahoma City,OK,Oklahoma,972943,417
51,Bridgeport,CT,Connecticut,924449,3470
52,Buffalo,NY,New York,914341,2441
53,Fort Worth,TX,Texas,909585,1016
54,Hartford,CT,Connecticut,905152,2712
55,Tucson,AZ,Arizona,888486,889
56,Omaha,NE,Nebraska,847819,1309
57,El Paso,TX,Texas,843386,1022
58,Honolulu,HI,Hawaii,820987,2200
59,McAllen,TX,Texas,804114,841
60,Albuquerque,NM,New Mexico,761195,1155
61,Birmingham,AL,Alabama,739573,553
62,Sarasota,FL,Florida,722243,1528
63,Dayton,OH,Ohio,718353,978
64,Rochester,NY,New York,703952,2220
65,Fresno,CA,California,703498,1789
66,Allentown,PA,Pennsylvania,683794,2672
67,Tulsa,OK,Oklahoma,671033,784
68,Cape Coral,FL,Florida,668382,708
69,Concord,CA,California,652308,1633
70,Colorado Springs,CO,Colorado,642413,946
71,Charleston,SC,South Carolina,628377,480
72,Springfield,MA,Massachusetts,623401,1860
73,Grand Rapids,MI,Michigan,609314,1734
74,Mission Viejo,CA,California,590249,2058
75,Albany,NY,New York,586383,1740
76,Knoxville,TN,Tennessee,586048,733
77,Bakersfield,CA,California,579295,990
78,Ogden,UT,Utah,578523,1230
79,Baton Rouge,LA,Louisiana,570308,983
80,Akron,OH,Ohio,565208,1231
81,New Haven,CT,Connecticut,564830,2690
82,Columbia,SC,South Carolina,560041,373
83,Mesa,AZ,Arizona,518012,1448
84,Palm Bay,FL,Florida,507002,456
85,Provo,UT,Utah,500617,1080
86,Worcester,MA,Massachusetts,498328,1916
87,Murrieta,CA,California,496046,1335
88,Greenville,SC,South Carolina,484465,920
89,Wichita,KS,Kansas,482249,931
90,Toledo,OH,Ohio,482111,1308
91,Staten Island,NY,New York,476143,3156
92,Des Moines,IA,Iowa,473957,938
93,Long Beach,CA,California,462628,3523
94,Port St. Lucie,FL,Florida,461152,653
95,Denton,TX,Texas,457177,567
96,Madison,WI,Wisconsin,447245,1263
97,Reno,NV,Nevada,445020,907
98,Harrisburg,PA,Pennsylvania,442289,2343
99,Little Rock,AR,Arkansas,439815,634
100,Oakland,CA,California,433031,2991
101,Durham,NC,North Carolina,424700,959
102,Winston-Salem,NC,North Carolina,422269,721
103,Bonita Springs,FL,Florida,421291,600
104,Indio,CA,California,417059,1066
105,Palm Coast,FL,Florida,417007,364
106,Chattanooga,TN,Tennessee,415501,493
107,Spokane,WA,Washington,412275,1247
108,Syracuse,NY,New York,404223,2195
109,Lancaster,PA,Pennsylvania,401524,3166
110,Arlington,TX,Texas,398854,1607
111,Stockton,CA,California,397264,1941
112,Poughkeepsie,NY,New York,394760,2290
113,Augusta,GA,Georgia,390809,252
114,Boise,ID,Idaho,389280,1056
115,Oxnard,CA,California,387647,3040
116,Scranton,PA,Pennsylvania,384250,1169
117,Modesto,CA,California,383134,1933
118,Kissimmee,FL,Florida,382720,1349
119,Aurora,CO,Colorado,379289,949
120,Youngstown,OH,Ohio,378732,744
121,Fayetteville,AR,Arkansas,351246,625
122,Anaheim,CA,California,350365,2688
123,Pensacola,FL,Florida,346921,903
124,Victorville,CA,California,346789,641
125,Lancaster,CA,California,343304,645
126,Greensboro,NC,North Carolina,343090,887
127,Corpus Christi,TX,Texas,342464,789
128,Fort Wayne,IN,Indiana,334122,943
129,Santa Ana,CA,California,332318,4689
130,Flint,MI,Michigan,332190,1103
131,Fayetteville,NC,North Carolina,327435,552
132,Jackson,MS,Mississippi,325350,558
133,Santa Rosa,CA,California,324634,1605
134,Lansing,MI,Michigan,324286,1164
135,San Juan,PR,Puerto Rico,323279,3157
136,Lexington,KY,Kentucky,323152,439
137,Ann Arbor,MI,Michigan,322267,1659
138,Henderson,NV,Nevada,320189,1165
139,Huntsville,AL,Alabama,319249,361
140,Mobile,AL,Alabama,315502,522
141,Fort Collins,CO,Colorado,312666,1149
142,Asheville,NC,North Carolina,312507,786
143,Santa Clarita,CA,California,312446,1162
144,St. Paul,MN,Minnesota,308096,2288
145,Antioch,CA,California,302419,1466
146,Lakeland,FL,Florida,302284,654
147,Trenton,NJ,New Jersey,290716,4238
148,Lincoln,NE,Nebraska,289490,1160
149,Springfield,MO,Missouri,288090,786
150,Anchorage,AK,Alaska,288000,65
151,Plano,TX,Texas,287677,1549
152,Irvine,CA,California,287401,1691
153,Davenport,IA,Iowa,285362,617
154,Rockford,IL,Illinois,282762,873
155,Newark,NJ,New Jersey,282011,4509
156,South Bend,IN,Indiana,280498,938
157,Shreveport,LA,Louisiana,280062,672
158,Round Lake Beach,IL,Illinois,279381,2073
159,Savannah,GA,Georgia,276295,536
160,Myrtle Beach,SC,South Carolina,275579,568
161,Chula Vista,CA,California,274492,2134
162,Eugene,OR,Oregon,273439,1510
163,Canton,OH,Ohio,269418,1040
164,Lubbock,TX,Texas,267648,741
165,Reading,PA,Pennsylvania,267155,3466
166,Winter Haven,FL,Florida,267069,538
167,Salem,OR,Oregon,266804,1382
168,St. Petersburg,FL,Florida,265351,1656
169,Lafayette,LA,Louisiana,264357,877
170,Laredo,TX,Texas,262491,958
171,Jersey City,NJ,New Jersey,262075,6863
172,Concord,NC,North Carolina,261801,585
173,Columbus,GA,Georgia,261445,349
174,Chandler,AZ,Arizona,261165,1548
175,McKinney,TX,Texas,258277,1148
176,Scottsdale,AZ,Arizona,258069,541
177,Killeen,TX,Texas,258009,1073
178,Tallahassee,FL,Florida,257601,747
179,Peoria,IL,Illinois,256286,888
180,Wilmington,NC,North Carolina,255616,929
181,Montgomery,AL,Alabama,254634,479
182,Gilbert,AZ,Arizona,254114,1432
183,Glendale,AZ,Arizona,252381,1582
184,North Las Vegas,NV,Nevada,251974,992
185,Chesapeake,VA,Virginia,244835,279
186,Barnstable,MA,Massachusetts,242847,286
187,Norfolk,VA,Virginia,242742,1759
188,Fremont,CA,California,241110,1201
189,Kennewick,WA,Washington,240735,1186
190,Garland,TX,Texas,239928,1623
191,Irving,TX,Texas,239798,1380
192,Visalia,CA,California,237386,1370
193,Atlantic City,NJ,New Jersey,237054,1354
194,Paradise,NV,Nevada,235087,1942
195,Nashua,NH,New Hampshire,233917,1118
196,Arlington,VA,Virginia,233464,3467
197,Hialeah,FL,Florida,233339,4174
198,York,PA,Pennsylvania,233184,3204
199,Evansville,IN,Indiana,230427,962
200,Avondale,AZ,Arizona,227289,750
201,Brownsville,TX,Texas,227239,533
202,Gulfport,MS,Mississippi,220987,497
203,Appleton,WI,Wisconsin,220570,1156
204,Bremerton,WA,Washington,218400,561
205,Hickory,NC,North Carolina,218323,536
206,Tacoma,WA,Washington,217827,1690
207,San Bernardino,CA,California,215784,1341
208,College Station,TX,Texas,215243,890
209,Kalamazoo,MI,Michigan,215193,1192
210,Thousand Oaks,CA,California,215029,885
211,Roanoke,VA,Virginia,214674,900
212,Fontana,CA,California,214547,1923
213,Moreno Valley,CA,California,213055,1604
214,North Port,FL,Florida,209070,274
215,Fargo,ND,North Dakota,208675,967
216,Green Bay,WI,Wisconsin,207557,887
217,Spring Valley,NV,Nevada,207127,2404
218,Amarillo,TX,Texas,205603,756
219,Portland,ME,Maine,203969,1185
220,Santa Barbara,CA,California,202401,1808
221,Gainesville,FL,Florida,202335,820
222,Olympia,WA,Washington,200915,1119
223,Frisco,TX,Texas,200490,1136
224,Yonkers,NY,New York,200370,4295
225,Norwich,CT,Connecticut,200289,533
226,Glendale,CA,California,199303,2525
227,Huntington Beach,CA,California,199223,2848
228,Deltona,FL,Florida,198361,960
229,Aurora,IL,Illinois,197757,1696
230,Tempe,AZ,Arizona,195805,1891
231,Overland Park,KS,Kansas,195494,1003
232,Grand Prairie,TX,Texas,194543,1039
233,Sunrise Manor,NV,Nevada,193781,2241
234,Waco,TX,Texas,192315,605
235,Salinas,CA,California,190972,2562
236,Waterbury,CT,Connecticut,189614,1456
237,Clarksville,TN,Tennessee,188746,618
238,Cedar Rapids,IA,Iowa,188038,720
239,Sioux Falls,SD,South Dakota,187239,907
240,Huntington,WV,West Virginia,186034,1073
241,Ontario,CA,California,185010,1429
242,Hagerstown,MD,Maryland,184755,1272
243,Erie,PA,Pennsylvania,184484,1926
244,Vancouver,WA,Washington,184463,1461
245,Nampa,ID,Idaho,184428,1167
246,Spartanburg,SC,South Carolina,182701,730
247,Gastonia,NC,North Carolina,182581,577
248,Fort Lauderdale,FL,Florida,182437,2036
249,Lorain,OH,Ohio,180279,1041
250,Murfreesboro,TN,Tennessee,179951,919
251,High Point,NC,North Carolina,179913,777
252,Newport News,VA,Virginia,179225,1002
253,Rancho Cucamonga,CA,California,177603,1709
254,Hemet,CA,California,177253,1125
255,Santa Cruz,CA,California,176428,1957
256,Danbury,CT,Connecticut,176030,779
257,Peoria,AZ,Arizona,175961,386
258,Oceanside,CA,California,175742,1644
259,Elk Grove,CA,California,174775,1605
260,Pembroke Pines,FL,Florida,173591,2051
261,Vallejo,CA,California,173256,1524
262,Garden Grove,CA,California,171644,3690
263,Enterprise,NV,Nevada,171108,1292
264,Medford,OR,Oregon,170876,1243
265,Cary,NC,North Carolina,170282,1119
266,Marysville,WA,Washington,170009,1308
267,Corona,CA,California,169868,1640
268,Ocala,FL,Florida,169383,496
269,Fredericksburg,VA,Virginia,168909,1072
270,Gainesville,GA,Georgia,167371,506
271,Manchester,NH,New Hampshire,162877,1315
272,Bayamón,PR,Puerto Rico,161034,2304
273,Champaign,IL,Illinois,159443,1503
274,Alexandria,VA,Virginia,159428,4121
275,Hayward,CA,California,159203,1349
276,Springfield,IL,Illinois,158509,723
277,Lakewood,CO,Colorado,157935,1416
278,Lafayette,IN,Indiana,157820,942
279,Frederick,MD,Maryland,156787,1172
280,Lake Charles,LA,Louisiana,156181,674
281,Odessa,TX,Texas,155998,1052
282,Tuscaloosa,AL,Alabama,155499,631
283,Warner Robins,GA,Georgia,155140,805
284,Palmdale,CA,California,155079,564
285,Hollywood,FL,Florida,154817,2192
286,Midland,TX,Texas,154793,758
287,Leesburg,FL,Florida,154574,249
288,Port Arthur,TX,Texas,154468,272
289,Muskegon,MI,Michigan,153565,998
290,Macon,GA,Georgia,153159,237
291,Kansas City,KS,Kansas,152960,473
292,Sunnyvale,CA,California,152703,2676
293,Pomona,CA,California,151691,2548
294,Escondido,CA,California,151625,1568
295,Pasadena,TX,Texas,151227,1339
296,New Bedford,MA,Massachusetts,149910,1840
297,Fairfield,CA,California,148683,1097
298,Naperville,IL,Illinois,148449,1476
299,Bellevue,WA,Washington,148164,1709
300,Binghamton,NY,New York,148145,1635
301,Elkhart,IN,Indiana,147567,734
302,Topeka,KS,Kansas,147458,787
303,Joliet,IL,Illinois,147344,886
304,Beaumont,TX,Texas,146091,547
305,Paterson,NJ,New Jersey,145233,6665
306,Merced,CA,California,145149,1390
307,Pueblo,CO,Colorado,143932,789
308,Tyler,TX,Texas,143796,718
309,Torrance,CA,California,143592,2701
310,Yuma,AZ,Arizona,142847,313
311,Metairie,LA,Louisiana,142135,2359
312,Surprise,AZ,Arizona,141664,506
313,Columbia,MO,Missouri,141645,725
314,Athens,GA,Georgia,141532,421
315,Roseville,CA,California,141500,1239
316,Thornton,CO,Colorado,141464,1521
317,Miramar,FL,Florida,141191,1889
318,Pasadena,CA,California,141029,2371
319,Mesquite,TX,Texas,140937,1151
320,Olathe,KS,Kansas,140545,880
321,Santa Maria,CA,California,140545,1815
322,Houma,LA,Louisiana,140469,874
323,Carrollton,TX,Texas,139248,1466
324,Grand Junction,CO,Colorado,139143,621
325,Charleston,WV,West Virginia,138706,570
326,Orange,CA,California,138669,2086
327,Fullerton,CA,California,138632,2386
328,Greeley,CO,Colorado,137810,858
329,Carolina,PR,Puerto Rico,136771,2550
330,Las Cruces,NM,New Mexico,136254,519
331,Panama City,FL,Florida,136133,382
332,Harlingen,TX,Texas,136037,626
333,West Valley City,UT,Utah,135248,1472
334,Hampton,VA,Virginia,134510,1009
335,Warren,MI,Michigan,133943,1505
336,Mauldin,SC,South Carolina,133872,899
337,Bloomington,IL,Illinois,133846,1100
338,Coral Springs,FL,Florida,133759,2258
339,Round Rock,TX,Texas,133372,1421
340,Yakima,WA,Washington,133191,1300
341,Sterling Heights,MI,Michigan,132438,1403
342,Kent,WA,Washington,132319,1513
343,Burlington,NC,North Carolina,131043,707
344,Bellingham,WA,Washington,130641,1287
345,Santa Clara,CA,California,130365,2761
346,Racine,WI,Wisconsin,130142,1915
347,Greenville,NC,North Carolina,130118,1012
348,Stamford,CT,Connecticut,129638,1330
349,Elizabeth,NJ,New Jersey,129216,4049
350,Johnson City,TN,Tennessee,127571,599
351,Lynchburg,VA,Virginia,126814,647
352,Simi Valley,CA,California,126589,1167
353,Fort Smith,AR,Arkansas,125354,536
354,Kenosha,WI,Wisconsin,124972,1378
355,Norman,OK,Oklahoma,124880,269
356,South Lyon,MI,Michigan,124694,1219
357,Boulder,CO,Colorado,124345,1551
358,Abilene,TX,Texas,123420,446
359,Lehigh Acres,FL,Florida,123378,514
360,Pearland,TX,Texas,122460,981
361,Berkeley,CA,California,121363,4473
362,Richardson,TX,Texas,121323,1639
363,Redding,CA,California,121313,599
364,Arvada,CO,Colorado,121272,1207
365,East Los Angeles,CA,California,121187,6282
366,St. George,UT,Utah,120899,449
367,Billings,MT,Montana,120728,948
368,Yuba City,CA,California,120456,1736
369,Rochester,MN,Minnesota,119942,831
370,Leominster,MA,Massachusetts,119690,558
371,Kingsport,TN,Tennessee,119666,397
372,Duluth,MN,Minnesota,119476,461
373,Rock Hill,SC,South Carolina,119105,750
374,Gilroy,CA,California,118993,1378
375,Cambridge,MA,Massachusetts,118927,7182
376,Sugar Land,TX,Texas,118488,1130
377,Texas City,TX,Texas,118169,300
378,Iowa City,IA,Iowa,118041,1133
379,Saginaw,MI,Michigan,117958,1087
380,Chico,CA,California,117668,1191
381,Dover,DE,Delaware,117282,622
382,Clearwater,FL,Florida,116946,1731
383,Coeur d'Alene,ID,Idaho,116834,1260
384,Seaside,CA,California,116720,1410
385,Independence,MO,Missouri,116672,577
386,West Jordan,UT,Utah,116480,1391
387,Brandon,FL,Florida,115911,1350
388,Bloomington,IN,Indiana,115884,1424
389,El Monte,CA,California,115487,4663
390,North Charleston,SC,South Carolina,115382,574
391,Carlsbad,CA,California,115382,1180
392,St. Cloud,MN,Minnesota,115028,660
393,Temecula,CA,California,114761,1188
394,Clovis,CA,California,114584,1741
395,Meridian,ID,Idaho,114161,1297
396,The Woodlands,TX,Texas,113819,1017
397,Ponce,PR,Puerto Rico,113401,1426
398,Westminster,CO,Colorado,113166,1383
399,Costa Mesa,CA,California,113003,2762
400,Monroe,LA,Louisiana,112891,623
401,Utica,NY,New York,112650,1376
402,Pompano Beach,FL,Florida,112118,1802
403,West Palm Beach,FL,Florida,111955,803
404,Waterloo,IA,Iowa,111631,423
405,Everett,WA,Washington,111475,1296
406,El Centro,CA,California,111425,1478
407,Santa Fe,NM,New Mexico,111269,625
408,Downey,CA,California,111126,3457
409,Spring Hill,FL,Florida,111076,716
410,Lowell,MA,Massachusetts,110997,3149
411,Centennial,CO,Colorado,110937,1448
412,Elgin,IL,Illinois,110849,1141
413,Richmond,CA,California,110567,1420
414,Broken Arrow,OK,Oklahoma,110198,688
415,Miami Gardens,FL,Florida,110001,2329
416,Bend,OR,Oregon,109802,1171
417,Burlington,VT,Vermont,109763,1604
418,Jurupa Valley,CA,California,109527,984
419,Sandy Springs,GA,Georgia,109452,1122
420,Gresham,OR,Oregon,109381,1808
421,Lewisville,TX,Texas,109212,1148
422,Hillsboro,OR,Oregon,109128,1640
423,Ventura,CA,California,109106,1925
424,Jacksonville,NC,North Carolina,108856,574
425,Pottstown,PA,Pennsylvania,108758,1798
426,Inglewood,CA,California,108151,4604
427,League City,TX,Texas,107536,809
428,Eau Claire,WI,Wisconsin,107404,812
429,Turlock,CA,California,107317,1679
430,Temple,TX,Texas,107258,429
431,Sioux City,IA,Iowa,106455,545
432,Salisbury,MD,Maryland,106447,927
433,Davie,FL,Florida,106306,1175
434,Daly City,CA,California,106280,5370
435,Highlands Ranch,CO,Colorado,105631,1680
436,Allen,TX,Texas,105623,1544
437,West Covina,CA,California,105101,2529
438,Sparks,NV,Nevada,105006,1131
439,Wichita Falls,TX,Texas,104683,561
440,San Mateo,CA,California,104430,3312
441,Columbia,MD,Maryland,103991,1257
442,Norwalk,CA,California,103949,4133
443,Rialto,CA,California,103526,1665
444,Manteca,CA,California,103420,1498
445,Arden-Arcade,CA,California,102864,2235
446,El Cajon,CA,California,102708,2732
447,Burbank,CA,California,102511,2285
448,Longmont,CO,Colorado,102474,1306
449,Renton,WA,Washington,101751,1676
450,Vista,CA,California,101638,2093
451,Logan,UT,Utah,101616,1126
452,Prescott Valley,AZ,Arizona,101539,439
453,Vacaville,CA,California,101444,1330
454,Edinburg,TX,Texas,101170,873
455,Carmel,IN,Indiana,101068,795
456,Spokane Valley,WA,Washington,101060,1034
457,San Angelo,TX,Texas,101004,653
458,La Crosse,WI,Wisconsin,100693,911
459,Idaho Falls,ID,Idaho,100442,1011
460,Holland,MI,Michigan,100432,768
461,Charlottesville,VA,Virginia,100416,1781
462,Longview,TX,Texas,100330,565
463,Tracy,CA,California,100049,1412
464,Boca Raton,FL,Florida,99805,1320
465,Lafayette,CO,Colorado,99645,1257
466,Lee's Summit,MO,Missouri,99357,601
467,Rio Rancho,NM,New Mexico,99178,370
468,South Fulton,GA,Georgia,99155,451
469,Beaverton,OR,Oregon,99037,1952
470,Lawrence,KS,Kansas,98648,1110
471,Bismarck,ND,North Dakota,98345,827
472,Orem,UT,Utah,97828,2044
473,Middletown,OH,Ohio,97730,720
474,San Tan Valley,AZ,Arizona,96692,1018
475,San Marcos,CA,California,96664,1532
476,Sandy,UT,Utah,96380,1544
477,Federal Way,WA,Washington,96289,1667
478,Mandeville,LA,Louisiana,95968,676
479,Hesperia,CA,California,95750,508
480,Brockton,MA,Massachusetts,95708,1732
481,Compton,CA,California,95605,3680
482,Riverview,FL,Florida,95338,796
483,Fishers,IN,Indiana,95310,1037
484,Sunrise,FL,Florida,95166,2270
485,Bowling Green,KY,Kentucky,95135,690
486,Roswell,GA,Georgia,94763,898
487,Menifee,CA,California,94756,787
488,Plantation,FL,Florida,94580,1685
489,Dover,NH,New Hampshire,94563,464
490,Quincy,MA,Massachusetts,94470,2200
491,Portsmouth,VA,Virginia,94398,1094
492,Chino,CA,California,94371,1229
493,Lynn,MA,Massachusetts,94299,3388
494,Edmond,OK,Oklahoma,94054,428
495,Hanford,CA,California,94028,1280
496,Dearborn,MI,Michigan,93932,1496
497,Livonia,MI,Michigan,93665,1013
498,South Gate,CA,California,93444,4985
499,Vineland,NJ,New Jersey,93239,335
500,Florence,SC,South Carolina,93131,657
501,Portsmouth,NH,New Hampshire,93069,540
502,Slidell,LA,Louisiana,93040,695
503,Lawton,OK,Oklahoma,93025,441
504,Kirkland,WA,Washington,93010,2016
505,Missoula,MT,Montana,92895,845
506,Auburn,AL,Alabama,92777,425
507,Rapid City,SD,South Dakota,92664,546
508,Terre Haute,IN,Indiana,92490,677
509,Suffolk,VA,Virginia,92108,89
510,Blacksburg,VA,Virginia,91888,865
511,Mt. Pleasant,SC,South Carolina,91684,717
512,Carson,CA,California,91394,1883
513,Conroe,TX,Texas,91079,488
514,Alafaya,FL,Florida,91068,1156
515,Livermore,CA,California,90923,1288
516,Westminster,CA,California,90643,3486
517,Germantown,MD,Maryland,90582,2053
518,Santa Monica,CA,California,90401,4147
519,New Braunfels,TX,Texas,90209,770
520,Fall River,MA,Massachusetts,89541,1044
521,Albany,GA,Georgia,89217,505
522,Miami Beach,FL,Florida,88885,4461
523,Norwalk,CT,Connecticut,88816,1498
524,San Leandro,CA,California,88815,2570
525,O'Fallon,MO,Missouri,88673,1149
526,Newton,MA,Massachusetts,88414,1914
527,Muncie,IN,Indiana,87879,958
528,Citrus Heights,CA,California,87796,2381
529,State College,PA,Pennsylvania,87723,3572
530,Town 'n' Country,FL,Florida,87338,1526
531,Decatur,IL,Illinois,87236,645
532,Jackson,MI,Michigan,87110,1153
533,Fort Myers,FL,Florida,87103,844
534,Goodyear,AZ,Arizona,86840,175
535,Dalton,GA,Georgia,86628,632
536,Bryan,TX,Texas,86276,726
537,Waukegan,IL,Illinois,86075,1370
538,Hawthorne,CA,California,86068,5463
539,Anderson,IN,Indiana,85992,508
540,Redwood City,CA,California,85925,1721
541,Hoover,AL,Alabama,85768,691
542,Lake Forest,CA,California,85531,1985
543,Napa,CA,California,85239,1679
544,Whittier,CA,California,85098,2242
545,Clifton,NJ,New Jersey,85052,2913
546,Largo,FL,Florida,84948,1773
547,Bloomington,MN,Minnesota,84943,945
548,Johns Creek,GA,Georgia,84579,1059
549,Newport Beach,CA,California,84534,1370
550,Mission,TX,Texas,84331,916
551,Milpitas,CA,California,84196,2381
552,Troy,MI,Michigan,84092,970
553,Madera,CA,California,84086,1557
554,Joplin,MO,Missouri,84048,515
555,Chino Hills,CA,California,83853,724
556,Alhambra,CA,California,83750,4237
557,Franklin,TN,Tennessee,83097,771
558,Melbourne,FL,Florida,83029,727
559,Port Huron,MI,Michigan,82970,1369
560,Springfield,OH,Ohio,82820,883
561,Mountain View,CA,California,82739,2664
562,Zephyrhills,FL,Florida,82476,670
563,St. Augustine,FL,Florida,82180,629
564,Flagstaff,AZ,Arizona,81974,438
565,Buena Park,CA,California,81788,3002
566,Pleasanton,CA,California,81777,1307
567,Silver Spring,MD,Maryland,81773,4004
568,Atascocita,TX,Texas,81557,1320
569,Westland,MI,Michigan,81511,1540
570,Auburn,WA,Washington,81464,1063
571,Cranston,RI,Rhode Island,81456,1109
572,Somerville,MA,Massachusetts,81360,7619
573,Folsom,CA,California,81328,1126
574,Springdale,AR,Arkansas,81125,668
575,Deerfield Beach,FL,Florida,81066,2093
576,Warwick,RI,Rhode Island,81004,893
577,Cicero,IL,Illinois,80796,5318
578,Farmington Hills,MI,Michigan,80612,935
579,Newark,OH,Ohio,80451,930
580,Williamsburg,VA,Virginia,80441,645
581,Brooklyn Park,MN,Minnesota,80389,1190
582,Hattiesburg,MS,Mississippi,80138,331
583,Alexandria,LA,Louisiana,80129,625
584,Lawrence,MA,Massachusetts,80028,4458
585,Florence,AL,Alabama,79964,594
586,Valdosta,GA,Georgia,79820,606
587,Plymouth,MN,Minnesota,79768,941
588,Buckeye,AZ,Arizona,79620,78
589,Georgetown,TX,Texas,79604,560
590,Cheyenne,WY,Wyoming,79484,771
591,Cedar Park,TX,Texas,79462,1207
592,The Villages,FL,Florida,79372,978
593,Kokomo,IN,Indiana,79351,610
594,Tustin,CA,California,79348,2755
595,Lakewood,CA,California,79307,3253
596,Perris,CA,California,79291,970
597,St. Joseph,MO,Missouri,79161,656
598,Flower Mound,TX,Texas,79135,728
599,Pharr,TX,Texas,79112,1292
600,Pine Hills,FL,Florida,78995,2500
601,Alton,IL,Illinois,78905,652
602,Loveland,CO,Colorado,78877,885
603,Boynton Beach,FL,Florida,78679,1880
604,New Rochelle,NY,New York,78557,2930
605,Anderson,SC,South Carolina,78512,736
606,Jonesboro,AR,Arkansas,78394,377
607,Lebanon,PA,Pennsylvania,78302,2397
608,Parma,OH,Ohio,78103,1506
609,Layton,UT,Utah,78014,1339
610,Elizabethtown,KY,Kentucky,78002,437
611,Texarkana,TX,Texas,77964,482
612,Alameda,CA,California,77624,2868
613,Kankakee,IL,Illinois,77429,668
614,Watsonville,CA,California,77352,3109
615,Porterville,CA,California,77318,1236
616,Baytown,TX,Texas,77192,807
617,Upland,CA,California,77140,1907
618,Davis,CA,California,76997,2710
619,Camarillo,CA,California,76931,1371
620,South Jordan,UT,Utah,76598,1331
621,Battle Creek,MI,Michigan,76514,463
622,Bellflower,CA,California,76435,4822
623,San Marcos,TX,Texas,76218,732
624,San Ramon,CA,California,75995,1570
625,Lake Jackson,TX,Texas,75860,532
626,Bethlehem,PA,Pennsylvania,75815,1531
627,Wyoming,MI,Michigan,75667,1186
628,Oshkosh,WI,Wisconsin,75536,958
629,Hammond,IN,Indiana,75522,1282
630,Waldorf,MD,Maryland,75489,803
631,Missouri City,TX,Texas,75457,1003
632,Pasco,WA,Washington,75432,858
633,Wheeling,WV,West Virginia,75392,740
634,Kendall,FL,Florida,75312,1804
635,Baldwin Park,CA,California,75251,4381
636,Rancho Cordova,CA,California,75087,827
637,Conway,AR,Arkansas,74951,567
638,Gary,IN,Indiana,74879,581
639,Altoona,PA,Pennsylvania,74829,1710
640,Lodi,CA,California,74773,1913
641,Arlington Heights,IL,Illinois,74760,1738
642,Bolingbrook,IL,Illinois,74545,1169
643,Rochester Hills,MI,Michigan,74516,877
644,Winchester,VA,Virginia,74417,1179
645,Framingham,MA,Massachusetts,74416,1147
646,Hilton Head Island,SC,South Carolina,74139,372
647,Centreville,VA,Virginia,74125,2396
648,Union City,CA,California,74107,1474
649,Owensboro,KY,Kentucky,74068,1132
650,Jackson,TN,Tennessee,74065,444
651,Cleveland,TN,Tennessee,73596,648
652,Wausau,WI,Wisconsin,73593,774
653,Camden,NJ,New Jersey,73562,3184
654,Anniston,AL,Alabama,73501,179
655,Evanston,IL,Illinois,73473,3646
656,Apple Valley,CA,California,73453,378
657,Mansfield,OH,Ohio,73326,583
658,Caguas,PR,Puerto Rico,73322,2597
659,Schaumburg,IL,Illinois,72887,1457
660,Pocatello,ID,Idaho,72878,657
661,Woodbury,MN,Minnesota,72828,805
662,Southfield,MI,Michigan,72689,1068
663,Ellicott City,MD,Maryland,72665,936
664,Dale City,VA,Virginia,72627,1969
665,Maple Grove,MN,Minnesota,72622,860
